prod_0_thf1	0.0	0	1316
prod_0_thf10	0.0	0	920
prod_0_thf11	0.0	0	878
prod_0_thf12	0.0	0	600
prod_0_thf13	0.0	0	911
prod_0_thf14	104.0	0	909
prod_0_thf15	0.0	0	882
prod_0_thf16	0.0	0	600
prod_0_thf17	0.0	0	600
prod_0_thf18	0.0	0	600
prod_0_thf19	0.0	0	1500
prod_0_thf2	0.0	0	1310
prod_0_thf20	0.0	0	1500
prod_0_thf3	1310.0	0	1310
prod_0_thf4	0.0	0	1324
prod_0_thf5	0.0	0	194
prod_0_thf6	0.0	0	194
prod_0_thf7	0.0	0	910
prod_0_thf8	0.0	0	928
prod_0_thf9	0.0	0	905
prod_10_thf1	0.0	0	1316
prod_10_thf10	0.0	0	920
prod_10_thf11	878.0	0	878
prod_10_thf12	0.0	0	600
prod_10_thf13	0.0	0	911
prod_10_thf14	909.0	0	909
prod_10_thf15	0.0	0	882
prod_10_thf16	0.0	0	600
prod_10_thf17	0.0	0	600
prod_10_thf18	0.0	0	600
prod_10_thf19	392.0	0	1500
prod_10_thf2	0.0	0	1310
prod_10_thf20	0.0	0	1500
prod_10_thf3	1310.0	0	1310
prod_10_thf4	0.0	0	1324
prod_10_thf5	0.0	0	194
prod_10_thf6	0.0	0	194
prod_10_thf7	0.0	0	910
prod_10_thf8	0.0	0	928
prod_10_thf9	0.0	0	905
prod_11_thf1	0.0	0	1316
prod_11_thf10	0.0	0	920
prod_11_thf11	878.0	0	878
prod_11_thf12	0.0	0	600
prod_11_thf13	0.0	0	911
prod_11_thf14	909.0	0	909
prod_11_thf15	0.0	0	882
prod_11_thf16	0.0	0	600
prod_11_thf17	0.0	0	600
prod_11_thf18	0.0	0	600
prod_11_thf19	400.0	0	1500
prod_11_thf2	0.0	0	1310
prod_11_thf20	0.0	0	1500
prod_11_thf3	1310.0	0	1310
prod_11_thf4	0.0	0	1324
prod_11_thf5	0.0	0	194
prod_11_thf6	0.0	0	194
prod_11_thf7	0.0	0	910
prod_11_thf8	0.0	0	928
prod_11_thf9	0.0	0	905
prod_12_thf1	0.0	0	1316
prod_12_thf10	0.0	0	920
prod_12_thf11	878.0	0	878
prod_12_thf12	0.0	0	600
prod_12_thf13	0.0	0	911
prod_12_thf14	909.0	0	909
prod_12_thf15	0.0	0	882
prod_12_thf16	0.0	0	600
prod_12_thf17	0.0	0	600
prod_12_thf18	0.0	0	600
prod_12_thf19	409.0	0	1500
prod_12_thf2	0.0	0	1310
prod_12_thf20	0.0	0	1500
prod_12_thf3	1310.0	0	1310
prod_12_thf4	0.0	0	1324
prod_12_thf5	0.0	0	194
prod_12_thf6	0.0	0	194
prod_12_thf7	0.0	0	910
prod_12_thf8	0.0	0	928
prod_12_thf9	0.0	0	905
prod_13_thf1	0.0	0	1316
prod_13_thf10	0.0	0	920
prod_13_thf11	878.0	0	878
prod_13_thf12	0.0	0	600
prod_13_thf13	0.0	0	911
prod_13_thf14	909.0	0	909
prod_13_thf15	0.0	0	882
prod_13_thf16	0.0	0	600
prod_13_thf17	0.0	0	600
prod_13_thf18	0.0	0	600
prod_13_thf19	190.0	0	1500
prod_13_thf2	0.0	0	1310
prod_13_thf20	0.0	0	1500
prod_13_thf3	1310.0	0	1310
prod_13_thf4	1324.0	0	1324
prod_13_thf5	0.0	0	194
prod_13_thf6	0.0	0	194
prod_13_thf7	0.0	0	910
prod_13_thf8	0.0	0	928
prod_13_thf9	0.0	0	905
prod_14_thf1	0.0	0	1316
prod_14_thf10	0.0	0	920
prod_14_thf11	878.0	0	878
prod_14_thf12	0.0	0	600
prod_14_thf13	0.0	0	911
prod_14_thf14	909.0	0	909
prod_14_thf15	0.0	0	882
prod_14_thf16	0.0	0	600
prod_14_thf17	0.0	0	600
prod_14_thf18	0.0	0	600
prod_14_thf19	1500.0	0	1500
prod_14_thf2	0.0	0	1310
prod_14_thf20	0.0	0	1500
prod_14_thf3	1310.0	0	1310
prod_14_thf4	89.0	0	1324
prod_14_thf5	0.0	0	194
prod_14_thf6	0.0	0	194
prod_14_thf7	0.0	0	910
prod_14_thf8	0.0	0	928
prod_14_thf9	0.0	0	905
prod_15_thf1	1201.0	0	1316
prod_15_thf10	0.0	0	920
prod_15_thf11	878.0	0	878
prod_15_thf12	0.0	0	600
prod_15_thf13	0.0	0	911
prod_15_thf14	909.0	0	909
prod_15_thf15	0.0	0	882
prod_15_thf16	0.0	0	600
prod_15_thf17	0.0	0	600
prod_15_thf18	0.0	0	600
prod_15_thf19	1500.0	0	1500
prod_15_thf2	0.0	0	1310
prod_15_thf20	0.0	0	1500
prod_15_thf3	1310.0	0	1310
prod_15_thf4	70.0	0	1324
prod_15_thf5	0.0	0	194
prod_15_thf6	0.0	0	194
prod_15_thf7	0.0	0	910
prod_15_thf8	0.0	0	928
prod_15_thf9	0.0	0	905
prod_16_thf1	70.0	0	1316
prod_16_thf10	0.0	0	920
prod_16_thf11	878.0	0	878
prod_16_thf12	0.0	0	600
prod_16_thf13	0.0	0	911
prod_16_thf14	909.0	0	909
prod_16_thf15	0.0	0	882
prod_16_thf16	0.0	0	600
prod_16_thf17	0.0	0	600
prod_16_thf18	0.0	0	600
prod_16_thf19	1500.0	0	1500
prod_16_thf2	0.0	0	1310
prod_16_thf20	0.0	0	1500
prod_16_thf3	1310.0	0	1310
prod_16_thf4	1281.0	0	1324
prod_16_thf5	0.0	0	194
prod_16_thf6	0.0	0	194
prod_16_thf7	0.0	0	910
prod_16_thf8	0.0	0	928
prod_16_thf9	0.0	0	905
prod_17_thf1	70.0	0	1316
prod_17_thf10	0.0	0	920
prod_17_thf11	878.0	0	878
prod_17_thf12	0.0	0	600
prod_17_thf13	0.0	0	911
prod_17_thf14	909.0	0	909
prod_17_thf15	0.0	0	882
prod_17_thf16	0.0	0	600
prod_17_thf17	0.0	0	600
prod_17_thf18	0.0	0	600
prod_17_thf19	1500.0	0	1500
prod_17_thf2	0.0	0	1310
prod_17_thf20	0.0	0	1500
prod_17_thf3	1310.0	0	1310
prod_17_thf4	1273.0	0	1324
prod_17_thf5	0.0	0	194
prod_17_thf6	0.0	0	194
prod_17_thf7	0.0	0	910
prod_17_thf8	0.0	0	928
prod_17_thf9	0.0	0	905
prod_18_thf1	70.0	0	1316
prod_18_thf10	0.0	0	920
prod_18_thf11	878.0	0	878
prod_18_thf12	0.0	0	600
prod_18_thf13	0.0	0	911
prod_18_thf14	909.0	0	909
prod_18_thf15	0.0	0	882
prod_18_thf16	0.0	0	600
prod_18_thf17	0.0	0	600
prod_18_thf18	0.0	0	600
prod_18_thf19	1500.0	0	1500
prod_18_thf2	0.0	0	1310
prod_18_thf20	0.0	0	1500
prod_18_thf3	1310.0	0	1310
prod_18_thf4	933.0	0	1324
prod_18_thf5	0.0	0	194
prod_18_thf6	0.0	0	194
prod_18_thf7	0.0	0	910
prod_18_thf8	0.0	0	928
prod_18_thf9	0.0	0	905
prod_19_thf1	1094.0	0	1316
prod_19_thf10	0.0	0	920
prod_19_thf11	878.0	0	878
prod_19_thf12	0.0	0	600
prod_19_thf13	0.0	0	911
prod_19_thf14	909.0	0	909
prod_19_thf15	0.0	0	882
prod_19_thf16	0.0	0	600
prod_19_thf17	0.0	0	600
prod_19_thf18	0.0	0	600
prod_19_thf19	1500.0	0	1500
prod_19_thf2	0.0	0	1310
prod_19_thf20	0.0	0	1500
prod_19_thf3	1310.0	0	1310
prod_19_thf4	70.0	0	1324
prod_19_thf5	0.0	0	194
prod_19_thf6	0.0	0	194
prod_19_thf7	0.0	0	910
prod_19_thf8	0.0	0	928
prod_19_thf9	0.0	0	905
prod_1_thf1	0.0	0	1316
prod_1_thf10	0.0	0	920
prod_1_thf11	0.0	0	878
prod_1_thf12	0.0	0	600
prod_1_thf13	0.0	0	911
prod_1_thf14	20.0	0	909
prod_1_thf15	0.0	0	882
prod_1_thf16	0.0	0	600
prod_1_thf17	0.0	0	600
prod_1_thf18	0.0	0	600
prod_1_thf19	0.0	0	1500
prod_1_thf2	0.0	0	1310
prod_1_thf20	0.0	0	1500
prod_1_thf3	1266.0	0	1310
prod_1_thf4	0.0	0	1324
prod_1_thf5	0.0	0	194
prod_1_thf6	0.0	0	194
prod_1_thf7	0.0	0	910
prod_1_thf8	0.0	0	928
prod_1_thf9	0.0	0	905
prod_20_thf1	1219.0	0	1316
prod_20_thf10	0.0	0	920
prod_20_thf11	878.0	0	878
prod_20_thf12	0.0	0	600
prod_20_thf13	0.0	0	911
prod_20_thf14	909.0	0	909
prod_20_thf15	0.0	0	882
prod_20_thf16	0.0	0	600
prod_20_thf17	0.0	0	600
prod_20_thf18	0.0	0	600
prod_20_thf19	1500.0	0	1500
prod_20_thf2	0.0	0	1310
prod_20_thf20	0.0	0	1500
prod_20_thf3	1310.0	0	1310
prod_20_thf4	70.0	0	1324
prod_20_thf5	0.0	0	194
prod_20_thf6	0.0	0	194
prod_20_thf7	0.0	0	910
prod_20_thf8	0.0	0	928
prod_20_thf9	0.0	0	905
prod_21_thf1	1316.0	0	1316
prod_21_thf10	0.0	0	920
prod_21_thf11	878.0	0	878
prod_21_thf12	0.0	0	600
prod_21_thf13	0.0	0	911
prod_21_thf14	909.0	0	909
prod_21_thf15	0.0	0	882
prod_21_thf16	0.0	0	600
prod_21_thf17	0.0	0	600
prod_21_thf18	0.0	0	600
prod_21_thf19	194.0	0	1500
prod_21_thf2	0.0	0	1310
prod_21_thf20	0.0	0	1500
prod_21_thf3	1310.0	0	1310
prod_21_thf4	1324.0	0	1324
prod_21_thf5	0.0	0	194
prod_21_thf6	0.0	0	194
prod_21_thf7	0.0	0	910
prod_21_thf8	0.0	0	928
prod_21_thf9	0.0	0	905
prod_22_thf1	1056.0	0	1316
prod_22_thf10	0.0	0	920
prod_22_thf11	878.0	0	878
prod_22_thf12	0.0	0	600
prod_22_thf13	0.0	0	911
prod_22_thf14	909.0	0	909
prod_22_thf15	0.0	0	882
prod_22_thf16	0.0	0	600
prod_22_thf17	0.0	0	600
prod_22_thf18	0.0	0	600
prod_22_thf19	0.0	0	1500
prod_22_thf2	0.0	0	1310
prod_22_thf20	0.0	0	1500
prod_22_thf3	1310.0	0	1310
prod_22_thf4	0.0	0	1324
prod_22_thf5	0.0	0	194
prod_22_thf6	0.0	0	194
prod_22_thf7	0.0	0	910
prod_22_thf8	0.0	0	928
prod_22_thf9	0.0	0	905
prod_23_thf1	70.0	0	1316
prod_23_thf10	0.0	0	920
prod_23_thf11	804.0	0	878
prod_23_thf12	0.0	0	600
prod_23_thf13	0.0	0	911
prod_23_thf14	909.0	0	909
prod_23_thf15	0.0	0	882
prod_23_thf16	0.0	0	600
prod_23_thf17	0.0	0	600
prod_23_thf18	0.0	0	600
prod_23_thf19	0.0	0	1500
prod_23_thf2	0.0	0	1310
prod_23_thf20	0.0	0	1500
prod_23_thf3	1310.0	0	1310
prod_23_thf4	0.0	0	1324
prod_23_thf5	0.0	0	194
prod_23_thf6	0.0	0	194
prod_23_thf7	0.0	0	910
prod_23_thf8	0.0	0	928
prod_23_thf9	0.0	0	905
prod_24_thf1	141.0	0	1316
prod_24_thf10	0.0	0	920
prod_24_thf11	878.0	0	878
prod_24_thf12	0.0	0	600
prod_24_thf13	0.0	0	911
prod_24_thf14	909.0	0	909
prod_24_thf15	0.0	0	882
prod_24_thf16	0.0	0	600
prod_24_thf17	0.0	0	600
prod_24_thf18	0.0	0	600
prod_24_thf19	0.0	0	1500
prod_24_thf2	0.0	0	1310
prod_24_thf20	0.0	0	1500
prod_24_thf3	1310.0	0	1310
prod_24_thf4	0.0	0	1324
prod_24_thf5	0.0	0	194
prod_24_thf6	0.0	0	194
prod_24_thf7	0.0	0	910
prod_24_thf8	0.0	0	928
prod_24_thf9	0.0	0	905
prod_25_thf1	589.0	0	1316
prod_25_thf10	0.0	0	920
prod_25_thf11	878.0	0	878
prod_25_thf12	0.0	0	600
prod_25_thf13	0.0	0	911
prod_25_thf14	909.0	0	909
prod_25_thf15	0.0	0	882
prod_25_thf16	0.0	0	600
prod_25_thf17	0.0	0	600
prod_25_thf18	0.0	0	600
prod_25_thf19	0.0	0	1500
prod_25_thf2	0.0	0	1310
prod_25_thf20	0.0	0	1500
prod_25_thf3	1310.0	0	1310
prod_25_thf4	0.0	0	1324
prod_25_thf5	0.0	0	194
prod_25_thf6	0.0	0	194
prod_25_thf7	0.0	0	910
prod_25_thf8	0.0	0	928
prod_25_thf9	0.0	0	905
prod_26_thf1	339.0	0	1316
prod_26_thf10	0.0	0	920
prod_26_thf11	878.0	0	878
prod_26_thf12	0.0	0	600
prod_26_thf13	0.0	0	911
prod_26_thf14	909.0	0	909
prod_26_thf15	0.0	0	882
prod_26_thf16	0.0	0	600
prod_26_thf17	0.0	0	600
prod_26_thf18	0.0	0	600
prod_26_thf19	0.0	0	1500
prod_26_thf2	0.0	0	1310
prod_26_thf20	0.0	0	1500
prod_26_thf3	1310.0	0	1310
prod_26_thf4	0.0	0	1324
prod_26_thf5	0.0	0	194
prod_26_thf6	0.0	0	194
prod_26_thf7	0.0	0	910
prod_26_thf8	0.0	0	928
prod_26_thf9	0.0	0	905
prod_27_thf1	213.0	0	1316
prod_27_thf10	0.0	0	920
prod_27_thf11	878.0	0	878
prod_27_thf12	0.0	0	600
prod_27_thf13	0.0	0	911
prod_27_thf14	909.0	0	909
prod_27_thf15	0.0	0	882
prod_27_thf16	0.0	0	600
prod_27_thf17	0.0	0	600
prod_27_thf18	0.0	0	600
prod_27_thf19	0.0	0	1500
prod_27_thf2	0.0	0	1310
prod_27_thf20	0.0	0	1500
prod_27_thf3	1310.0	0	1310
prod_27_thf4	0.0	0	1324
prod_27_thf5	0.0	0	194
prod_27_thf6	0.0	0	194
prod_27_thf7	0.0	0	910
prod_27_thf8	0.0	0	928
prod_27_thf9	0.0	0	905
prod_28_thf1	128.0	0	1316
prod_28_thf10	0.0	0	920
prod_28_thf11	878.0	0	878
prod_28_thf12	0.0	0	600
prod_28_thf13	0.0	0	911
prod_28_thf14	909.0	0	909
prod_28_thf15	0.0	0	882
prod_28_thf16	0.0	0	600
prod_28_thf17	0.0	0	600
prod_28_thf18	0.0	0	600
prod_28_thf19	0.0	0	1500
prod_28_thf2	0.0	0	1310
prod_28_thf20	0.0	0	1500
prod_28_thf3	1310.0	0	1310
prod_28_thf4	0.0	0	1324
prod_28_thf5	0.0	0	194
prod_28_thf6	0.0	0	194
prod_28_thf7	0.0	0	910
prod_28_thf8	0.0	0	928
prod_28_thf9	0.0	0	905
prod_29_thf1	0.0	0	1316
prod_29_thf10	0.0	0	920
prod_29_thf11	862.0	0	878
prod_29_thf12	0.0	0	600
prod_29_thf13	0.0	0	911
prod_29_thf14	909.0	0	909
prod_29_thf15	0.0	0	882
prod_29_thf16	0.0	0	600
prod_29_thf17	0.0	0	600
prod_29_thf18	0.0	0	600
prod_29_thf19	0.0	0	1500
prod_29_thf2	0.0	0	1310
prod_29_thf20	0.0	0	1500
prod_29_thf3	1310.0	0	1310
prod_29_thf4	0.0	0	1324
prod_29_thf5	0.0	0	194
prod_29_thf6	0.0	0	194
prod_29_thf7	0.0	0	910
prod_29_thf8	0.0	0	928
prod_29_thf9	0.0	0	905
prod_2_thf1	0.0	0	1316
prod_2_thf10	0.0	0	920
prod_2_thf11	0.0	0	878
prod_2_thf12	0.0	0	600
prod_2_thf13	0.0	0	911
prod_2_thf14	253.0	0	909
prod_2_thf15	0.0	0	882
prod_2_thf16	0.0	0	600
prod_2_thf17	0.0	0	600
